id,sla,overdue,x,y,type
11699529-101001188324,60.0,-51.92,3090970.33366,13803625.280060003,3.0
11653931-101001063266,20.0,-19.89,3132537.99,13802271.62,3.0
11697902-101001184138,10.0,-9.98,3095398.00525,13831066.61625,3.0
101001102527,4.0,1.86,3095558.78249,13871174.20828,3.0
11672308-101001114633,21.0,-19.28,3109639.86,13859738.64,3.0
101001122513,7.0,-176.75,3054205.08,13827741.79,3.0
101001228642,4.0,-3.18,3093757.83104,13864459.76108,3.0
11656560-101001071078,40.0,-33.08,3141869.23,13815961.07,3.0
0-101001028974,180.0,-115.56,3131212.87,13817670.29,3.0
11695661-101001177930,7.0,-6.21,3091921.91542,13868290.808540003,3.0
11711076-101001219535,1.0,-0.8,3106153.69929,13848961.59719,3.0
101000918546,4.0,-0.82,3142459.2,13845711.02,3.0
101001063535,14.0,10.16,3072203.11,13812194.07,3.0
11669274-101001106291,14.0,-6.7,3067265.01,13803788.8,3.0
101001099060,10.0,5.04,3105365.79043,13788177.78044,3.0
11608145-101000923987,14.0,-13.87,3089143.74,13843603.49,3.0
775995-101000905825,14.0,-7.05,3069863.27,13866950.75,3.0
101000960699,4.0,-1.89,3108173.62,13839806.89,3.0
101000931717,4.0,-3.71,3055466.1,13828980.59,3.0
101001102469,7.0,0.12,3087133.52801,13782381.695580002,3.0
11628009-101000983036,1.0,-0.78,3170510.92,13786153.45,3.0
11658622-101001077339,10.0,-9.92,3038026.85,13837490.82,3.0
0-101001080043,30.0,130.83,3113283.05,13872720.02,3.0
101001224187,4.0,-4.7,3168626.13635,13788917.40856,3.0
11681186-101001138674,10.0,2.7,3143627.47,13805904.42,3.0
101000908887,176.0,633.3,3057445.87,13844592.93,3.0
11666488-101001098494,15.0,-14.95,3086455.97,13815054.6,3.0
101000943497,30.0,-3.97,3127803.38,13881109.63,3.0
11622110-101000965665,1.0,-0.84,3132912.71,13845759.31,3.0
101000890339,10.0,-3.0,3157017.92,13870933.56,3.0
101000965498,7.0,-166.82,3109567.7,13822806.4,3.0
11626939-101000980006,14.0,-13.95,3164077.42,13793676.63,3.0
11600167-101000903440,30.0,-28.93,3105838.8,13828900.51,3.0
101001152978,10.0,-1.73,3109074.01628,13855503.89152,3.0
101001129873,4.0,-2.99,3101067.65,13861316.7,3.0
11610972-101000931905,35.0,-33.78,3131997.17,13830543.46,3.0
101001119276,7.0,4.84,3118152.06,13846058.93,3.0
0-101001137155,180.0,-93.54,3107571.62322,13846246.52071,2.0
0-101001070345,180.0,-32.23,3014544.13,13852634.43,3.0
783252-101000927565,14.0,-0.28,3116821.97,13846761.34,3.0
0-101001098423,25.0,19.95,3092222.32,13783599.5,3.0
11634523-101001001684,90.0,-87.42,3061117.16,13857297.48,3.0
11706972-101001208460,14.0,-13.81,3186929.83465,13948558.04367,3.0
11692858-101001170611,8.0,1.76,3100204.31257,13794572.902819997,3.0
11660678-101001083168,14.0,-9.98,3046903.55,13824864.7,3.0
11623065-101000968243,60.0,-58.67,3128105.52,13870533.33,3.0
11616278-101000947469,35.0,-31.1,3102505.18,13788955.78,3.0
271606-101000921366,180.0,-4.7,3101537.91,13792341.64,3.0
101001207903,14.0,-14.0,3104115.15481,13846697.185059998,3.0
11593113-101000887326,14.0,-6.08,3117989.25,13879956.16,3.0
11641408-101001025193,14.0,-13.89,3098863.14,13802941.58,3.0
101001020222,4.0,0.91,3093959.25,13777576.67,3.0
0-101000897855,25.0,-25.87,3137627.24,13830737.16,3.0
0-101000909711,180.0,-134.95,3090454.34,13790818.46,3.0
101001011173,7.0,-177.69,3042568.7,13822777.86,3.0
11644353-101001035491,2.0,-1.79,3111980.89,13837713.49,3.0
101001224890,19.0,-14.0,3122624.82481,13860556.331219997,3.0
252113-101001181760,51.0,-144.36,3089519.83558,13812417.81201,3.0
11667758-101001102081,14.0,-13.86,3150717.92381,13826759.98412,3.0
277434-101001004552,180.0,247.21,3125083.47,13797557.25,3.0
101000981282,15.0,-14.44,3128389.33,13797724.21,3.0
101001105222,12.0,0.04,3090147.57,13795347.0,3.0
101001104268,29.0,-22.58,3131208.71,13846616.93,3.0
101001148611,10.0,-4.88,3085693.0,13871496.33,3.0
289660-101001221859,180.0,-216.73,3124228.88197,13809988.56064,3.0
11610435-101000930342,2.0,-1.1,3132522.94,13818387.52,3.0
11676840-101001127352,15.0,-14.93,3110034.99,13868219.04,3.0
101001012984,4.0,-2.93,3158370.38,13786019.35,3.0
11635906-101001006353,10.0,-6.32,3062867.82,13868012.03,3.0
101000886700,4.0,-2.97,3140649.51,13877348.47,3.0
11615660-101000945866,15.0,-14.9,3116726.75,13865449.42,3.0
101001216458,14.0,-3.82,3150740.86635,13844512.6038,3.0
13757-101001043252,1.0,-2.64,3113239.73813,13824041.68157,2.0
11714048-101001224540,30.0,-22.95,3171799.36426,13945016.47333,3.0
101000950924,7.0,-2.14,3149627.81,13811855.58,3.0
11669622-101001107351,15.0,-14.98,3094406.52,13814549.38,3.0
11643131-101001031269,7.0,-6.84,3073833.13,13802747.23,3.0
11648475-101001048634,2.0,-1.96,3141002.68,13846006.1,3.0
0-101001080997,180.0,-147.1,3132994.97,13858500.69,3.0
101001152920,10.0,51.93,3150451.71273,13807743.73836,3.0
101000979413,4.0,0.48,3085849.68,13804132.83,3.0
101001073320,10.0,-2.7,3170972.97,13866174.47,3.0
101001174228,10.0,-9.07,3055035.1342,13803079.63384,3.0
101001019679,7.0,-160.01,3139139.07,13817830.0,3.0
234757-101000894939,75.0,-179.89,3126986.75,13861458.81,3.0
11669702-101001107618,7.0,-6.55,3053804.19,13805955.74,3.0
821375-101001019191,14.0,-9.89,3106336.44745,13833554.062179998,2.0
11652786-101001060342,30.0,-23.96,3087022.48,13805290.03,3.0
11607600-101000922507,1.0,-0.81,3166163.51,13780895.28,3.0
101000887201,6.0,11.34,3110144.66,13837417.24,3.0
11689897-101001162857,1.0,-0.74,3127462.25116,13811737.75629,3.0
0-101000977274,180.0,-61.96,3120072.15,13831294.2,3.0
101001063204,4.0,17.6,3046569.75,13806660.74,3.0
101001129118,19.0,-12.98,3136909.49,13835581.64,3.0
101001163507,4.0,-4.67,3167012.14844,13844286.83325,3.0
11607733-101000922863,2.0,-1.71,3119481.06,13853739.89,3.0
275793-101000947628,180.0,172.12,3146879.17,13864067.07,3.0
101001201689,12.0,-6.78,3151209.06226,13810653.62033,3.0
11626997-101000980130,1.0,-0.37,3116309.68,13880814.73,3.0
11705495-101001205171,14.0,-9.08,3062445.43139,13836143.42631,3.0
11600054-101000903186,2.0,-1.79,3116408.42,13820203.63,3.0
101001206230,4.0,-3.02,3151702.63247,13791258.46096,3.0
101000908724,10.0,-8.68,3077897.85,13812224.62,3.0
0-101000934937,25.0,131.31,3178167.19,13782259.28,3.0
101001013030,10.0,-9.29,3166910.37,13802050.0,3.0
0-101000875666,180.0,42.32,3123407.37,13851970.88,3.0
101001108568,21.0,-20.94,3057018.36,13833616.92,3.0
11643104-101001031145,18.0,-7.58,3115564.78,13865005.88,3.0
0-101000994077,180.0,-79.0,3075408.91,13819204.65,3.0
16204-101001085419,4.0,-1.82,3122092.27457,13849501.357420003,2.0
11638852-101001016468,7.0,-6.89,3111724.01,13789362.41,3.0
101000896921,10.0,-6.01,3111109.41,13845414.02,3.0
101001107919,10.0,-8.7,3121538.0,13861632.39,3.0
11710438-101001217799,14.0,-11.89,3111657.51374,13837021.65421,3.0
101001031063,10.0,-3.13,3117912.65,13831520.09,3.0
783494-101000928598,14.0,-12.03,3119114.2,13799347.56,3.0
11670299-101001109507,20.0,-19.55,3147929.23,13870144.68,3.0
278505-101001029300,180.0,988.13,3120955.48,13803698.64,3.0
11625297-101000975006,15.0,-6.28,3100566.97,13795153.41,3.0
11676042-101001125430,14.0,-12.07,3108047.23,13837387.84,3.0
11596972-101000895754,14.0,-8.27,3103968.69,13797023.21,3.0
11710660-101001218383,21.0,-17.76,3156901.34123,13834930.042579997,3.0
0-101000909468,30.0,-7.97,3103516.1,13876177.2,3.0
11606784-101000920102,14.0,-11.87,3087007.42,13805635.43,3.0
0-101000900116,180.0,-126.77,3082590.22,13817956.88,3.0
11641093-101001024105,7.0,-6.8,3100168.1,13886442.24,3.0
11603031-101000910671,18.0,2.94,3120187.67467,13822771.439980002,2.0
11608764-101000925941,14.0,-13.84,3142916.66,13837816.92,3.0
101001216277,12.0,-1.94,3088728.0993,13803410.02524,3.0
11707120-101001208848,40.0,-34.27,3125588.43896,13794393.80049,3.0
101001035476,14.0,-2.88,3099643.29,13818690.75,3.0
0-101000956882,180.0,-40.78,3156418.6,13878418.64,3.0
11643753-101001033603,40.0,-27.6,3061734.97,13811722.01,3.0
101001128305,14.0,-6.9,3119316.64,13866190.37,3.0
815615-101001003749,14.0,-0.18,3064900.97,13875480.45,3.0
101001064444,4.0,-3.08,3109300.27,13864589.12,3.0
11677912-101001130211,40.0,-39.35,3043157.03,13826576.61,3.0
11705788-101001205774,7.0,-6.94,3059763.09125,13852536.86988,2.0
101001127266,4.0,-2.8,3104680.22,13878703.55,3.0
11636223-101001007435,1.0,0.04,3121236.29,13810111.96,3.0
101001140803,29.0,-10.96,3129539.22,13863458.52,3.0
101000896238,7.0,-5.77,3139415.65,13805622.57,3.0
11697197-101001182043,15.0,-14.6,3085521.50237,13793565.688300002,3.0
101001141905,4.0,0.24,3082906.85,13865749.62,3.0
101000995742,51.0,-113.96,3134312.04,13831746.8,3.0
11631054-101000991012,20.0,-19.05,3169411.72,13947779.75,3.0
0-101001118432,180.0,-140.92,3118321.7,13855512.84,3.0
101001035532,7.0,-0.06,3096207.74,13805049.03,3.0
271595-101000921440,180.0,-4.71,3099296.14,13789898.27,3.0
11617556-101000951624,2.0,-1.65,3106346.99,13851139.95,3.0
11650253-101001053068,40.0,-39.93,3051134.9,13849194.42,3.0
101001027497,7.0,17.24,3124348.84,13851674.25,3.0
101001178603,7.0,0.35,3089347.81722,13855725.45473,3.0
7879-101000943324,1.0,-2.93,3128805.97635,13825537.34003,2.0
101001080016,7.0,0.58,3142184.43,13829597.79,3.0
101001169738,10.0,-8.09,3064510.89937,13872397.00013,3.0
11700821-101001192142,10.0,-9.88,3057901.04186,13834562.18472,3.0
11669682-101001107567,15.0,-14.89,3089264.72,13843917.83,3.0
101000979531,4.0,2.28,3139577.7,13827488.42,3.0
11633483-101000998815,40.0,-39.9,3151971.76,13818067.86,3.0
101001141455,10.0,-9.24,3137429.28,13807578.24,3.0
101000972906,7.0,-1.23,3177075.68,13852223.55,3.0
11603291-101000911304,2.0,-1.92,3103241.04,13794885.58,3.0
101000874980,6.0,-2.01,3041526.24,13820663.2,3.0
11651279-101001055892,60.0,-55.45,3107428.48,13822414.56,3.0
101000898119,5.0,9.18,3099222.22,13796539.67,3.0
11702409-101001196668,2.0,-1.96,3101528.2571,13791798.614739997,3.0
101001057081,6.0,-13.03,3143907.68,13829755.78,3.0
101000883811,7.0,-1.98,3171247.4,13958113.62,3.0
286155-101001153172,180.0,-143.98,3096019.91477,13783859.697539998,3.0
101001226026,6.0,-2.41,3096942.57959,13786803.11357,3.0
11676643-101001126949,10.0,0.44,3106064.52,13831871.08,3.0
0-101001059935,180.0,-146.99,3155034.2,13787485.71,3.0
11616147-101000947081,15.0,-14.96,3108797.73,13835325.61,3.0
101001233046,10.0,-6.36,3121804.96753,13855050.312380003,3.0
0-101001036396,30.0,28.06,3051590.92,13805032.03,3.0
101001066153,7.0,-6.09,3140770.83,13785342.11,3.0
101000935627,9.0,80.05,3100902.59,13794997.13,3.0
101001017669,6.0,-3.16,3068871.41,13816009.12,3.0
11666651-101001098911,20.0,-4.97,3049176.41,13827134.48,3.0
11648448-101001048591,2.0,-1.55,3049361.49,13844213.32,3.0
11599544-101000901753,18.0,-9.0,3039519.64186,13842491.19024,2.0
11598297-101000898839,1.0,-0.88,3131990.94,13813028.62,3.0
277985-101001030270,180.0,-94.89,3117297.25,13851476.48,3.0
101001010855,4.0,-2.28,3065133.54,13817083.85,3.0
6976-101000927632,1.0,-3.0,3082147.61517,13836870.25713,2.0
101000914387,10.0,-2.88,3125065.6,13874339.57,3.0
269537-101000874440,180.0,381.26,3044286.78,13820522.79,3.0
11659649-101001080550,15.0,-14.96,3044181.46,13825835.59,3.0
11622927-101000967803,5.0,-4.94,3154341.73,13786393.11,3.0
101001142307,10.0,-6.87,3119997.48,13859612.17,3.0
101001053009,7.0,-2.85,3124255.71,13851438.12,3.0
101000885386,4.0,0.0,3075506.41,13773765.4,3.0
101001016524,21.0,-13.24,3083719.71,13872634.82,3.0
101001219487,4.0,-1.04,3086424.48711,13854001.966380002,3.0
11588641-101000877379,1.0,-0.9,3130305.84,13816670.53,3.0
11661375-101001084810,14.0,-13.58,3175805.11,13955931.1,3.0
11614311-101000941670,18.0,-7.17,3051590.58603,13837300.94905,2.0
11685337-101001150014,14.0,-13.88,3119012.06367,13861091.81867,3.0
11674890-101001122091,15.0,-14.97,3043199.9,13826202.31,3.0
0-101001031973,180.0,-117.68,3145791.89,13866537.97,3.0
101000907085,4.0,-2.08,3089272.22,13884991.27,3.0
101000875822,4.0,-2.98,3072705.89,13855033.37,3.0
0-101001140804,25.0,-25.85,3075304.48,13774539.12,3.0
101000968111,14.0,24.92,3120177.82,13867467.48,3.0
0-101001068497,180.0,-100.08,3122990.44,13863888.54,3.0
817026-101001008078,14.0,-2.28,3082486.42,13798899.78,3.0
0-101001149165,180.0,-154.29,3085705.11,13803559.88,3.0
11654041-101001063513,10.0,5.17,3086830.28,13821214.2,3.0
11587920-101000875601,1.0,0.02,3151970.89,13809082.83,3.0
0-101001056189,180.0,-144.33,3051525.31,13812593.48,3.0
101001069768,10.0,-9.05,3127000.97,13793037.38,3.0
11683395-101001144441,35.0,-32.05,3062635.14,13835378.21,3.0
101001031432,4.0,-3.87,3146733.89,13859306.27,3.0
11629272-101000986625,7.0,-1.9,3124738.01,13828773.22,3.0
101000950088,6.0,-12.92,3164017.21,13790267.57,3.0
11676726-101001127127,15.0,-14.99,3125415.62,13805930.31,3.0
101001027016,18.0,-5.94,3123379.47,13841309.95,3.0
101000935275,21.0,-20.98,3085447.02,13783081.29,3.0
11615311-101000944770,14.0,-13.08,3114213.34,13837924.56,3.0
11667566-101001101648,20.0,-14.34,3083576.26643,13872574.089340003,3.0
277187-101001019800,25.0,155.98,3083092.05,13805420.08,3.0
101000973072,21.0,-18.35,3088793.5,13833922.87,3.0
235620-101000917732,51.0,517.8,3102158.54,13862252.22,3.0
11590423-101000881105,35.0,-34.26,3128132.12,13817520.08,3.0
253531-101001217784,75.0,-146.19,3061831.16753,13820040.26035,3.0
101000874517,12.0,-4.92,3201758.63,13941626.09,3.0
101001193258,4.0,-2.89,3083428.15288,13870773.56407,3.0
101001180986,10.0,-8.88,3134941.12662,13836056.57248,3.0
0-101000996650,25.0,68.19,3067403.09,13806663.75,3.0
11686041-101001151778,40.0,-38.14,3068395.94639,13814085.11577,3.0
280777-101001045750,180.0,-110.57,3153589.86,13795302.07,3.0
11706475-101001207111,35.0,-33.99,3110772.06013,13828901.274780003,3.0
11628140-101000983333,1.0,-0.02,3136799.16,13829221.02,3.0
11636800-101001009387,10.0,10.87,3173703.19,13953547.1,3.0
101001086086,10.0,-8.32,3081305.9,13814014.14,3.0
11658814-101001077988,30.0,-29.94,3116895.17048,13842056.56647,2.0
11617012-101000949927,2.0,-1.32,3037084.22,13825821.15,3.0
101001224004,4.0,-3.66,3112616.60828,13879005.19032,3.0
296757-101000947327,176.0,1072.4,3147684.01,13809158.54,3.0
0-101001215753,153.0,-481.97,3125810.63603,13848858.388739998,3.0
280887-101001077572,180.0,-61.73,3148948.95,13822358.79,3.0
101001124193,7.0,-179.99,3159922.52,13801159.61,3.0
101000961449,30.0,1390.49,3107745.24,13833478.02,3.0
0-101001149210,180.0,-103.47,3146010.08435,13907512.842460003,2.0
11700593-101001191439,30.0,-29.94,3130906.71245,13880297.77205,3.0
101001117074,12.0,-2.05,3134772.06,13872063.74,3.0
101001120781,29.0,6.02,3137446.73,13872712.14,3.0
11670350-101001109690,20.0,-16.04,3155966.06,13856877.02,3.0
11686524-101001153196,2.0,-1.83,3129241.32109,13870275.08475,3.0
288828-101001193608,25.0,-9.29,3097521.79398,13785420.85453,3.0
101001167800,4.0,-4.81,3113112.3609,13865407.14895,3.0
101001108779,4.0,-4.0,3071055.59,13824581.56,3.0
11677348-101001128675,1.0,-0.24,3164164.51,13815040.16,3.0
271308-101000918487,153.0,-0.79,3072888.67,13826880.87,3.0
11699730-101001188816,14.0,-11.96,3106139.84254,13834740.01137,2.0
0-101001166717,180.0,-176.98,3150950.32558,13862013.33487,3.0
101001012761,10.0,-9.19,3137353.36,13807006.23,3.0
101001056789,10.0,-7.86,3068377.91,13816096.94,3.0
11690461-101001164491,1.0,0.08,3103376.1038,13878127.92305,3.0
11632174-101000994369,21.0,-1.76,3080755.4,13801972.14,3.0
11698411-101001185517,1.0,-0.17,3116037.50958,13853038.56673,3.0
101001205312,4.0,-2.15,3156831.99131,13799166.45728,3.0
11665914-101001097113,35.0,-34.95,3096918.0,13830281.15,3.0
11617878-101000952653,40.0,-28.38,3181155.76,13949343.13,3.0
11678056-101001130581,60.0,-4.38,3087093.42,13843404.52,3.0
0-101000967171,176.0,-51.97,3080602.6,13808864.09,3.0
875851-101001129688,14.0,-6.27,3119861.47,13877674.12,3.0
15820-101001078891,1.0,-2.99,3052667.73789,13811015.98361,2.0
11599640-101000902062,20.0,-18.16,3084131.32,13804903.39,3.0
277650-101001028819,180.0,-115.52,3150372.41,13845189.02,3.0
0-101000887026,180.0,-113.01,3121404.05,13866959.87,3.0
11593835-101000889185,35.0,-21.39,3088204.58,13830044.77,3.0
101001229084,12.0,6.08,3117682.61619,13829080.227180002,3.0
101001048310,6.0,1.97,3097472.52,13786467.13,3.0
11659685-101001080633,20.0,-7.55,3120394.78,13830766.13,3.0
101000903182,4.0,-3.15,3113430.07,13829323.91,3.0
101001103992,4.0,0.98,3170043.58,13863961.5,3.0
101001027612,4.0,0.14,3099717.87,13795353.49,3.0
11713724-101001226663,40.0,-39.7,3159540.64042,13789546.08217,3.0
11673210-101001117337,30.0,-29.95,3049536.84,13832637.77,3.0
101000929716,4.0,-1.9,3079325.95,13792850.29,3.0
101000976064,6.0,40.69,3081672.92,13811321.02,3.0
11669472-101001106808,15.0,-14.0,3082505.97,13805184.18,3.0
11715593-101001231319,40.0,-30.17,3083278.50259,13845321.04509,3.0
0-101000968564,176.0,-53.19,3076709.52,13816914.74,3.0
11604782-101000915155,60.0,7.0,3044739.87,13826788.33,3.0
11667350-101001101021,30.0,-14.13,3054681.20479,13820950.31759,3.0
101001076992,4.0,-1.92,3053198.95,13811277.42,3.0
101001042650,10.0,-5.98,3074219.37,13865676.6,3.0
101001201677,10.0,-4.97,3094217.20643,13861412.618220003,3.0
11658391-101001076529,40.0,-38.95,3050919.46,13806848.83,3.0
101001020116,10.0,-3.98,3131450.74,13873608.97,3.0
101001033827,4.0,-3.66,3153355.9,13876942.88,3.0
11713697-101001226593,1.0,-0.25,3176642.52977,13779979.86639,3.0
101001220240,14.0,7.23,3104971.77843,13843079.44164,3.0
11674289-101001120250,14.0,-9.73,3145841.21,13827742.41,3.0
11682933-101001143306,1.0,0.77,3053397.52,13823419.22,3.0
101000896951,10.0,-6.02,3115236.6,13855478.04,3.0
101001222570,10.0,3.0,3111632.74345,13848283.49225,3.0
11676982-101001127592,1.0,-0.88,3089552.29,13856254.83,3.0
0-101000969125,180.0,-43.81,3136305.48,13866661.38,3.0
11605300-101000916501,15.0,-14.96,3150969.57,13850881.87,3.0
101000877934,4.0,-0.54,3136854.8,13846139.03,3.0
288564-101001207319,180.0,813.22,3129608.74556,13813174.26621,3.0
252611-101001191558,51.0,-117.87,3153220.95785,13857858.54036,3.0
101001204860,10.0,-8.9,3054041.6234,13805056.68271,3.0
11644598-101001036373,40.0,-39.09,3144152.81,13849022.98,3.0
11589984-101000880124,40.0,-39.25,3097061.35,13817426.05,3.0
11628239-101000983614,2.0,-1.25,3121187.05,13832766.31,3.0
101000918776,10.0,-7.03,3054562.31,13864193.97,3.0
11690576-101001164817,14.0,-11.25,3179748.83097,13949861.46593,3.0
0-101000950962,176.0,-34.06,3142551.44,13917694.59,3.0
101001010693,10.0,-1.03,3166844.99,13956120.38,3.0
101001223021,12.0,-0.8,3171031.35398,13961017.94952,3.0
11617526-101000951544,90.0,-85.51,3046664.41,13810058.45,3.0
101000944648,14.0,-2.04,3144923.68,13818125.09,3.0
11596696-101000895149,14.0,-13.87,3152263.23,13844616.29,3.0
101000923368,12.0,5.95,3162136.2,13940258.21,3.0
11645496-101001039405,7.0,-6.82,3123753.11831,13819777.741660003,2.0
11623330-101000969076,30.0,-29.91,3150527.23,13808223.79,3.0
11663607-101001090770,35.0,-27.26,3179710.78,13953761.42,3.0
14068-101001052507,1.0,-2.67,3106764.52345,13858772.27105,2.0
101000969641,4.0,-2.02,3084630.84,13807539.57,3.0
101000933182,12.0,-6.24,3156864.9,13789503.74,3.0
101001218191,4.0,0.11,3150790.88922,13876480.76197,3.0
4990-101000902455,1.0,-2.43,3131818.54355,13853329.577219997,2.0
101001189170,4.0,-1.8,3121619.09946,13829849.78831,3.0
101000959176,24.0,37.89,3078720.77,13816078.81,3.0
101001182871,6.0,-4.8,3050044.41978,13803957.47493,3.0
101000973035,10.0,0.96,3166874.31,13957480.84,3.0
101001038531,4.0,-2.91,3133487.99,13787025.08,3.0
101001028724,12.0,-5.84,3122384.38,13829482.13,3.0
11650545-101001053921,21.0,5.39,3156185.12,13791646.97,3.0
235669-101000920060,51.0,514.05,3146801.14,13824379.79,3.0
11714377-101001228263,30.0,-29.96,3081587.35964,13817971.178860003,3.0
11705261-101001204798,30.0,-29.85,3140013.34351,13802226.14211,3.0
101001026996,1.0,-2.93,3154201.93,13793877.44,3.0
11696762-101001180697,14.0,-11.99,3137085.1581,13881836.23256,3.0
888444-101001164061,14.0,-10.14,3134761.34704,13831133.77528,2.0
11704609-101001203114,1.0,-0.76,3153633.80118,13791567.09519,3.0
0-101000882341,176.0,-165.25,3096346.78,13794653.58,3.0
11691401-101001166510,60.0,-33.64,3156336.32465,13873541.29836,3.0
0-101000906448,180.0,-147.22,3116707.21948,13829750.77835,2.0
101000925882,6.0,-0.73,3100539.27,13788510.82,3.0
101001040391,6.0,12.18,3078617.72,13786771.15,3.0
11700332-101001190587,8.0,69.85,3131454.13983,13854574.20572,3.0
101001159636,180.0,-150.23,3135659.78824,13832149.35851,3.0
11695769-101001178158,20.0,-19.3,3150908.1065,13818462.36029,3.0
101001166273,10.0,-8.8,3065948.17439,13814325.81837,3.0
11639848-101001020143,15.0,-14.87,3053575.26,13835909.98,3.0
11652950-101001060866,40.0,-39.97,3129247.5,13796758.67,3.0
11694489-101001174975,21.0,-19.87,3109346.38483,13846779.32695,3.0
101001083684,21.0,0.28,3098766.11,13813013.47,3.0
11622279-101000966140,15.0,-14.95,3084377.41,13801463.35,3.0
11612131-101000935067,14.0,-13.12,3054863.9,13800660.09,3.0
101001082376,12.0,-4.07,3043513.66,13828656.57,3.0
831816-101001037140,14.0,-6.85,3098661.75991,13819186.9296,2.0
11610048-101000929315,14.0,-12.14,3081395.77,13887588.33,3.0
101001160701,7.0,-8.9,3114022.3033,13876657.32395,3.0
0-101000973909,25.0,90.41,3096125.9,13796830.19,3.0
101000967345,1.0,-2.01,3107762.97,13839950.39,3.0
101001154490,10.0,-9.85,3155194.21735,13811694.951580003,3.0
101001189004,1.0,-2.98,3112600.09519,13857449.194060003,3.0
101000902402,4.0,-3.99,3065701.81,13816452.4,3.0
101000923806,7.0,-5.85,3145036.81,13814680.57,3.0
101001140479,6.0,0.15,3090124.81,13838233.05,3.0
11613169-101000938403,18.0,-4.14,3111103.77604,13840780.51887,2.0
101000937246,4.0,81.85,3144876.41,13816193.31,3.0
101001110393,29.0,-21.4,3146218.64,13832847.28,3.0
11668088-101001102901,14.0,-13.28,3048175.91269,13842634.74403,3.0
0-101000988170,25.0,76.23,3061769.06,13867806.94,3.0
101000929101,7.0,-174.12,3069211.72,13807962.58,3.0
0-101001016005,180.0,-102.69,3111772.84,13836662.89,3.0
101000877079,4.0,-0.08,3122701.98,13846676.85,3.0
101000972028,4.0,1.78,3201476.98,13776110.57,3.0
101001003766,12.0,-6.18,3147081.22,13817291.78,3.0
11613165-101000938383,2.0,-1.11,3086324.1,13825990.82,3.0
11629553-101000987205,4.0,-2.37,3134106.58,13815842.01,3.0
0-101001004727,176.0,-89.63,3083098.78,13873119.53,3.0
11678430-101001131483,14.0,-6.37,3090600.12,13884474.77,3.0
11628597-101000984786,15.0,-14.91,3130560.74,13820080.09,3.0
9701-101000978404,180.0,-179.87,3132192.2938,13836675.68007,2.0
101001089033,7.0,-3.01,3125402.12,13881737.71,3.0
101001033649,4.0,-3.8,3124406.62,13797051.31,3.0
11714671-101001228934,14.0,8.26,3173990.43435,13847369.69716,3.0
11653031-101001061146,18.0,-5.36,3113510.65844,13835973.08204,2.0
0-101001146309,25.0,-23.28,3104221.08,13890754.51,3.0
101001095156,1.0,-2.86,3113287.08,13804358.65,3.0
11665139-101001094808,14.0,-13.23,3081226.01,13787042.72,3.0
11628121-101000983287,10.0,-8.97,3117823.36,13870985.28,3.0
101001100609,10.0,-9.97,3124524.65074,13823492.83547,3.0
276496-101001010685,25.0,54.21,3159593.53,13798234.69,3.0
101001032570,18.0,-0.67,3123364.02,13843009.92,3.0
11666612-101001098802,14.0,-13.7,3123054.0021,13794008.36885,3.0
11702797-101001197851,15.0,-14.95,3125805.04089,13819111.90164,3.0
101001127958,14.0,-13.17,3111829.04,13833334.62,3.0
11596673-101000895094,15.0,-14.92,3127781.62,13833528.43,3.0
101001134819,10.0,-7.21,3106936.65,13834440.45,3.0
11677239-101001128304,35.0,-34.2,3156543.52,13793514.36,3.0
11624005-101000971223,14.0,-13.88,3068832.5,13858199.56,3.0
101001151525,10.0,-9.8,3134073.7235,13832370.93615,3.0
101001024613,180.0,-175.29,3123405.65,13814354.93,3.0
11604498-101000914386,14.0,-12.29,3129877.99,13851179.16,3.0
11628411-101000984151,2.0,-1.81,3125082.64,13807794.54,3.0
290103-101001217426,176.0,-427.74,3071603.60435,13821298.82476,3.0
11654526-101001065073,15.0,-14.9,3122907.88,13874490.02,3.0
0-101001025888,180.0,-111.66,3131781.26,13858695.07,3.0
101001044203,10.0,-7.98,3112878.88,13861942.57,3.0
11682671-101001142734,1.0,-0.11,3146192.77,13805510.87,3.0
0-101000985157,180.0,-70.66,3123558.47,13833663.21,3.0
11685895-101001151314,18.0,-8.57,3108526.76705,13828182.87268,3.0
277678-101001024639,180.0,-110.67,3122634.02,13791422.34,3.0
11598155-101000898611,1.0,-0.47,3107749.24,13832852.02,3.0
101001227355,4.0,2.83,3040727.84556,13827044.3054,3.0
11655307-101001067425,1.0,-0.91,3150697.56,13823890.26,3.0
101000900123,29.0,-26.14,3147587.56,13792088.41,3.0
101000929389,6.0,-3.28,3108082.14,13823635.48,3.0
11614929-101000943657,40.0,-35.22,3100307.33,13813779.47,3.0
11697030-101001181527,10.0,-9.99,3099531.70564,13829721.18161,3.0
101001024972,12.0,-2.2,3108296.22,13856371.91,3.0
101000999873,1.0,-2.98,3082615.89,13847386.96,3.0
11637545-101001012123,20.0,-19.2,3060993.04,13862384.97,3.0
11688508-101001158768,1.0,-0.91,3142920.07786,13885414.31169,3.0
101001124696,21.0,0.21,3099532.55,13866095.02,3.0
101000992977,10.0,-10.0,3099548.04,13817314.94,3.0
770548-101000886698,14.0,0.83,3128465.82,13830992.06,3.0
279768-101001035603,180.0,-100.71,3081288.25,13868339.87,3.0
101000890095,4.0,-3.22,3099001.48,13872500.18,3.0
