id,sla,overdue,x,y,type
101000968355,12.0,-4.26,3105135.38,13847009.83,3.0
11659431-101001079920,14.0,-9.33,3089392.47,13788614.38,3.0
11608809-101000926024,1.0,-0.04,3094998.83,13780508.59,3.0
274763-101000973656,25.0,91.07,3094483.59,13782376.89,3.0
101001167680,10.0,-9.81,3142666.26111,13817746.670780003,3.0
101000928970,4.0,-3.93,3098857.02,13879269.78,3.0
0-101001134120,25.0,-11.67,3047054.78,13804941.26,3.0
0-101000954329,180.0,-38.77,3048151.74,13811347.83,3.0
11600415-101000904083,30.0,-29.97,3135216.9,13867617.31,0.0
18357-101001120213,1.0,-2.6,3120862.81233,13846837.717100002,2.0
11614569-101000942459,1.0,0.05,3154978.05,13873609.07,3.0
101000916705,12.0,-5.04,3106232.3,13848470.16,3.0
910776-101001183737,14.0,5.02,3071313.97337,13877701.12863,3.0
11671753-101001113372,1.0,-0.11,3097326.95,13864124.26,3.0
101000925105,7.0,-2.81,3072495.81,13814638.6,3.0
279710-101001034338,180.0,-102.92,3148410.52,13831908.19,3.0
11692659-101001170040,20.0,-10.49,3120530.20203,13867175.066019997,3.0
11643113-101001031204,40.0,-31.83,3040956.61,13824737.01,3.0
101001218763,24.0,4.03,3115962.78597,13830226.17896,3.0
101001059762,7.0,-179.25,3150838.12,13809693.78,3.0
101001014426,4.0,-0.15,3119692.88,13853070.31,3.0
11629418-101000986919,14.0,-12.89,3076595.92,13777408.42,3.0
11587390-101000874243,21.0,-19.11,3096776.27,13876991.14,3.0
11686992-101001154574,14.0,-9.6,3049368.67966,13835657.83017,3.0
11589468-101000879007,21.0,-16.99,3071399.85,13829354.53,3.0
11692979-101001171060,40.0,-28.47,3061797.38971,13842011.846,3.0
101001158515,4.0,-3.65,3095808.45587,13809724.94863,3.0
11669069-101001105813,15.0,-14.82,3048957.19,13814098.79,3.0
101001033654,4.0,20.3,3117294.84,13830450.97,3.0
101000920370,14.0,2.16,3138677.62,13887958.81,3.0
8817-101000961106,1.0,-2.92,3061899.98069,13870806.3206,2.0
101001130044,10.0,-8.1,3103175.59,13868237.95,3.0
101001168102,4.0,-5.07,3095868.36816,13831458.24572,3.0
101001114464,7.0,-174.14,3107036.3,13909585.42,3.0
101000901588,7.0,-5.17,3118497.88,13798164.15,3.0
101001029578,6.0,-3.04,3055828.1,13800838.28,3.0
11640207-101001021183,40.0,-39.73,3109619.05,13830284.05,3.0
101001006508,4.0,-0.15,3173092.45,13850862.01,3.0
101001158375,4.0,-3.08,3164614.66373,13803018.397740003,3.0
290389-101001222489,180.0,553.06,3106597.33521,13857536.96784,3.0
11657909-101001075306,2.0,-1.69,3111178.71,13871202.29,3.0
101001214719,4.0,-1.7,3126647.95883,13875424.50719,3.0
275562-101000979092,180.0,348.07,3123705.83,13813875.62,3.0
101001106014,10.0,0.0,3109025.03,13836320.18,3.0
101001150244,4.0,-0.9,3114183.31315,13873675.23084,3.0
244737-101001065848,51.0,364.56,3111927.67,13882676.7,3.0
11601251-101000906273,18.0,-5.09,3107118.04778,13822619.47613,2.0
11708182-101001211688,1.0,-0.23,3107340.05847,13833339.460460002,3.0
101000935399,24.0,76.04,3110775.15,13831173.34,3.0
11672076-101001114034,1.0,-0.84,3085038.77,13782372.67,3.0
283209-101001115944,180.0,548.22,3167086.48,13852028.6,3.0
11711862-101001221422,10.0,-9.86,3106969.12909,13827976.904259998,3.0
101000950970,7.0,-6.18,3092278.48,13806219.51,3.0
101001217918,12.0,-5.95,3125915.8681,13866588.42185,3.0
101001228698,12.0,-4.27,3095151.55922,13783268.73744,3.0
11416-101001005273,1.0,-2.82,3117650.50421,13846627.76752,2.0
20004-101001151086,1.0,-2.3,3104711.28728,13817936.43208,2.0
11684893-101001148672,15.0,-14.96,3122032.64,13832068.84,3.0
101001207704,10.0,-9.03,3111005.56032,13798104.211699998,3.0
101001079042,4.0,-3.83,3055030.66,13815673.87,3.0
101000992098,12.0,-5.89,3102300.06,13881649.71,3.0
285498-101001148238,25.0,-22.82,3120370.37,13822669.75,3.0
101000971101,21.0,-15.8,3134163.18,13853791.01,3.0
101001082263,10.0,-7.26,3117543.57,13791531.63,3.0
101001036545,180.0,-64.19,3133405.67,13878329.16,3.0
0-101000886953,25.0,13.79,3070537.98,13796789.87,3.0
271603-101000921342,176.0,218.0,3133182.36,13812085.15,3.0
11610961-101000931866,7.0,-6.71,3074687.24,13805284.29,3.0
252077-101001181418,116.0,41.83,3131358.85951,13837729.19053,3.0
11626672-101000979381,15.0,-14.86,3138757.31,13800195.41,3.0
101000885585,21.0,-20.04,3069124.38,13860010.24,3.0
279134-101000947776,176.0,1069.9,3133814.56,13865007.12,3.0
288120-101001188703,176.0,-45.42,3095908.72273,13782434.459580002,3.0
11704968-101001204168,14.0,-13.96,3126087.89335,13863951.43828,3.0
11592960-101000887006,20.0,0.68,3139898.49,13878234.35,3.0
0-101000903516,180.0,-145.97,3147091.99,13865618.57,3.0
101001019103,4.0,-0.43,3107249.01,13855196.37,3.0
4850-101000900954,1.0,3.1,3083074.90519,13873561.18735,2.0
11665097-101001094688,8.0,0.65,3104957.76,13793764.25,3.0
101001087937,11.0,4.06,3098314.09,13807526.16,3.0
101001196539,7.0,-0.11,3120359.45631,13851649.87364,3.0
11716048-101001232254,1.0,-0.93,3129913.24593,13813192.40069,3.0
101001116962,10.0,-2.8,3078731.02,13811999.95,3.0
11642573-101001029028,14.0,-12.85,3041532.47,13827417.19,3.0
11685338-101001150017,2.0,-1.95,3138210.13091,13882076.219939997,3.0
11709295-101001214888,1.0,-0.4,3098020.36024,13866800.38337,3.0
11677704-101001115832,2.0,11.21,3058476.02,13837059.05,3.0
101001182100,4.0,-4.92,3096782.80038,13835376.017740002,3.0
101000938040,14.0,0.81,3066563.65,13803476.9,3.0
101001118699,10.0,-2.94,3087079.62,13782578.75,3.0
11626086-101000977260,14.0,-13.16,3133256.93,13820760.98,3.0
11602307-101000908697,2.0,-1.7,3081847.11,13784952.0,3.0
101001197067,7.0,5.61,3097678.90751,13788192.25351,3.0
101000900427,10.0,-8.99,3106144.65,13846903.5,3.0
282566-101001095717,180.0,-120.16,3164646.26,13858352.21,3.0
101001152168,4.0,-2.71,3103677.57531,13832315.02845,3.0
11616279-101000947471,14.0,-12.72,3094041.88,13778392.41,3.0
11627139-101000980571,14.0,-13.66,3062916.77,13833761.39,3.0
11594703-101000891120,14.0,-13.0,3097596.37,13830015.21,3.0
11691095-101001165709,15.0,-14.96,3105061.53842,13849502.13745,3.0
101001082233,10.0,-7.23,3092664.98,13860478.32,3.0
11674684-101001121441,15.0,-14.91,3102178.05,13860930.33,3.0
11668899-101001105277,14.0,-13.17,3043528.11,13829187.02,3.0
101001206199,4.0,-2.61,3136329.82299,13848922.71604,3.0
11661282-101001084779,30.0,-28.37,3100226.92,13858190.09,3.0
11617587-101000951704,14.0,-9.19,3089158.19,13814181.2,3.0
11620379-101000960307,10.0,-2.0,3044323.59,13843509.88,3.0
101000945895,7.0,-1.85,3171778.03,13956013.24,3.0
101001039392,14.0,-5.74,3089939.64,13867790.65,3.0
11635107-101001003564,10.0,-7.86,3129531.55,13867723.68,3.0
101001084884,29.0,-22.67,3142404.44,13878194.66,3.0
101001223700,7.0,-172.3,3070920.07652,13855273.547820002,3.0
11705850-101001205912,1.0,-0.81,3125885.51153,13853669.99788,3.0
11624279-101000972044,7.0,-6.91,3133090.64359,13837321.59735,2.0
269746-101000886081,180.0,250.0,3132667.85,13814841.57,3.0
11712446-101001223074,40.0,-39.68,3120891.14094,13872667.59899,3.0
11712927-101001224257,10.0,-9.98,3111710.00314,13848561.26761,3.0
101001135416,4.0,-3.64,3081336.53,13865246.05,3.0
101001191825,7.0,-175.91,3100929.37903,13913129.597139997,3.0
276773-101000996776,180.0,150.01,3112710.23,13865956.9,3.0
283835-101001129447,180.0,-130.87,3051000.83,13813128.94,3.0
101000874075,4.0,-2.88,3151411.87,13791469.07,3.0
11630370-101000989144,7.0,-5.8,3121636.32,13817882.26,3.0
101000925005,180.0,-151.61,3099929.97,13790925.05,3.0
101001125781,21.0,-20.94,3055482.39,13821233.77,3.0
11592181-101000885231,30.0,-29.93,3064442.59,13814956.54,3.0
101001073994,10.0,-6.02,3095075.55,13880590.15,3.0
11590980-101000882794,15.0,-14.95,3064281.6,13859541.73,3.0
11653437-101001061907,1.0,-0.37,3160226.09,13787512.19,3.0
101001067789,10.0,4.07,3055877.04,13822553.35,3.0
101001072840,19.0,58.89,3164682.6,13793592.44,3.0
11631810-101000993393,40.0,-39.16,3085199.39,13878704.72,3.0
11694236-101001174289,1.0,-0.01,3127585.67775,13854689.47485,3.0
8594-101000957621,1.0,-2.93,3096026.63723,13935255.911779998,2.0
11671991-101001113800,14.0,-13.35,3084618.72,13798444.09,3.0
278116-101001039388,180.0,798.35,3149229.43,13864075.25,3.0
101001138460,10.0,-8.05,3074471.12,13805861.0,3.0
101001028640,18.0,-2.76,3123283.47,13841607.91,3.0
101001020314,7.0,11.81,3062262.0,13856877.35,3.0
11660531-101001082920,14.0,-12.09,3144129.61,13930810.12,3.0
11647298-101001045115,20.0,-19.78,3131096.63,13799723.54,3.0
11710971-101001219265,30.0,-29.95,3134882.29472,13852487.25189,3.0
11658742-101001077708,2.0,-1.77,3149185.1,13846911.67,3.0
11595798-101000893137,40.0,-18.39,3048710.76,13819352.68,3.0
101001162849,10.0,-2.77,3140674.02789,13867112.66719,3.0
101000906746,4.0,-0.92,3076506.51,13857144.43,3.0
11655705-101001068701,30.0,-29.99,3158026.49,13790015.93,3.0
11631869-101000993621,14.0,-13.3,3089671.0,13880467.42,3.0
101001129124,12.0,6.27,3116006.63,13840280.17,3.0
11627838-101000982702,1.0,-0.86,3112037.61,13814830.82,3.0
11617595-101000951717,1.0,0.06,3103064.28,13885620.26,3.0
11668065-101001102860,35.0,-34.94,3134037.63434,13871132.978380002,3.0
101001061540,4.0,-2.39,3106937.31,13838877.1,3.0
101001010999,4.0,-3.31,3082548.11,13818960.33,3.0
11694415-101001174775,40.0,-38.93,3048105.92431,13810333.51008,3.0
101001197402,1.0,-2.97,3118878.46584,13840276.03353,3.0
101001018648,14.0,4.07,3108977.36,13873742.39,3.0
11700039-101001189636,14.0,-13.26,3101539.50872,13818732.12681,3.0
11590974-101000882786,14.0,-13.89,3074984.9,13799141.42,3.0
101000977453,4.0,1.26,3165805.65,13798219.89,3.0
101001123408,7.0,5.24,3141798.66,13878544.51,3.0
11588378-101000876739,1.0,-0.29,3087836.88,13781027.55,3.0
11702711-101001197620,30.0,-16.9,3125009.99721,13858177.821219997,3.0
11714138-101001227585,30.0,-29.9,3106401.95831,13821334.227580002,4.0
11611144-101000932381,7.0,-3.05,3089618.98,13866959.51,3.0
11708324-101001212195,2.0,-1.84,3148129.28594,13823564.085,3.0
11615708-101000946045,14.0,-13.04,3081710.25,13839851.59,3.0
11653260-101001061611,2.0,-1.37,3084087.77,13780419.57,3.0
0-101001028479,180.0,-93.94,3108542.26,13837727.18,3.0
101001227481,21.0,-17.98,3150977.38491,13876231.18111,3.0
11613586-101000939552,35.0,-32.36,3060860.02,13869097.19,3.0
101000941074,4.0,-0.99,3118449.88,13834265.37,3.0
101001232836,10.0,-9.08,3118428.57632,13865854.03487,3.0
11622892-101000967703,2.0,-1.69,3153174.59,13818070.75,3.0
11622572-101000966921,14.0,-13.33,3082747.11,13833441.82,3.0
101000908238,10.0,-7.95,3101764.84,13883199.51,3.0
11649851-101001052160,15.0,-14.97,3139160.02,13869663.18,3.0
253673-101001222351,52.0,5.74,3107693.70277,13821263.87208,3.0
0-101000966364,176.0,-49.95,3080554.59,13866843.99,3.0
11605479-101000916921,7.0,-6.88,3120028.29,13840275.4,3.0
101000959044,15.0,-14.76,3128587.83,13795046.98,3.0
101001123521,4.0,2.06,3107872.76,13868786.23,3.0
101001207378,14.0,-14.0,3082918.92817,13839062.38504,3.0
101001112396,5.0,21.06,3120956.97,13857932.22,3.0
11636036-101001006776,21.0,-17.34,3112515.89,13858667.74,3.0
101001204420,4.0,0.14,3123217.87907,13862185.700339997,3.0
101000940073,4.0,-1.94,3119319.13,13883793.31,3.0
11607883-101000923177,35.0,-34.22,3099822.96,13794273.75,3.0
101001047876,21.0,-21.0,3054336.41,13838458.07,3.0
11600017-101000903096,2.0,-1.87,3108305.75,13834314.93,3.0
11693978-101001173508,30.0,-29.95,3121026.08556,13816345.95901,3.0
11587762-101000875212,7.0,-5.93,3087993.79,13871829.23,3.0
8640-101000958503,1.0,-2.67,3097105.02096,13797776.54345,2.0
11714066-101001227350,35.0,-13.93,3077258.16095,13880020.94912,3.0
11617795-101000952402,20.0,-19.28,3106169.79,13903645.17,3.0
101001104103,4.0,3.7,3081497.63,13805573.78,3.0
0-101001121052,180.0,-156.95,3155183.16,13828209.05,3.0
101001040366,6.0,12.19,3071237.78,13830185.97,3.0
11707840-101001210718,15.0,-14.54,3105163.74523,13817762.79181,3.0
11684691-101001148067,40.0,-36.88,3091611.15,13802629.76,3.0
11655134-101001066949,15.0,-14.87,3121126.54,13849166.72,3.0
0-101001208026,180.0,-162.6,3097242.95727,13804648.61824,3.0
101000940759,1.0,-2.94,3083511.24,13852779.02,3.0
11595773-101000893107,14.0,-11.22,3103791.38,13832405.02,3.0
101001001342,7.0,-4.18,3119228.86,13810224.31,3.0
4340-101000878222,1.0,9.05,3133064.75576,13835634.65315,2.0
11665343-101001095425,60.0,1.5,3045862.59,13837184.69,3.0
11593926-101000889343,15.0,-14.41,3127641.8,13834301.45,3.0
101001233579,4.0,-1.87,3099001.48361,13872500.182659997,3.0
11624256-101000971977,1.0,-0.91,3130666.22,13834701.11,3.0
11613215-101000938566,14.0,-11.06,3115841.97,13837628.07,3.0
101000950740,8.0,-9.15,3088505.05,13789025.02,3.0
11591057-101000882542,2.0,-1.71,3110896.44,13899107.28,3.0
101000881853,10.0,-9.87,3110095.88,13868487.33,3.0
101000899768,30.0,-30.07,3176326.77,13781688.65,3.0
11633943-101001000139,35.0,-32.66,3108152.13,13821580.34,3.0
101000992816,10.0,-3.77,3120998.28,13859826.27,3.0
11606596-101000919702,2.0,-1.18,3048246.49,13817508.8,3.0
11694405-101001174750,40.0,-31.09,3042782.57242,13823224.69985,3.0
271141-101000883454,25.0,184.99,3153843.94,13825459.76,3.0
11708640-101001213232,2.0,-0.2,3119170.66768,13803489.10645,3.0
11655761-101001068808,1.0,-0.31,3078529.52,13785499.48,3.0
11590594-101000881629,18.0,-9.95,3120789.9095,13841807.51429,2.0
101001067013,4.0,-3.21,3084440.88,13801204.21,3.0
101000980611,4.0,-1.75,3110466.98,13867020.39,3.0
11654728-101001065755,30.0,-29.95,3075842.83,13817056.57,3.0
101001048099,6.0,1.51,3087162.72,13790482.17,3.0
11658516-101001076904,40.0,-22.23,3043091.23,13820665.87,3.0
286847-101001151626,25.0,-8.77,3094285.97,13793513.58,3.0
0-101000981588,180.0,-67.57,3122745.25,13805996.11,3.0
11595559-101000892687,40.0,-39.83,3151244.23,13810297.93,3.0
11632543-101000995596,2.0,-1.36,3142041.37,13806942.15,3.0
101000963924,25.0,213.81,3172680.97,13794520.16,3.0
11588744-101000877674,14.0,-12.17,3125640.64,13827272.14,3.0
101001040593,10.0,-9.84,3120042.28,13810102.64,3.0
11688925-101001160151,18.0,-7.78,3039837.99465,13823459.65673,3.0
11619943-101000959075,15.0,-14.94,3125585.89,13827500.49,3.0
101001233934,4.0,-5.55,3098410.29122,13860242.35941,3.0
11710131-101001217057,1.0,-0.34,3040957.01997,13831703.39615,3.0
286235-101001157228,180.0,-134.99,3146844.37644,13827165.705420002,3.0
101001039393,4.0,-3.72,3074204.19,13853467.18,3.0
11686303-101001152553,7.0,-6.81,3154401.58737,13877434.82043,3.0
101001058277,4.0,1.76,3086918.54,13864505.41,3.0
101001025653,6.0,-2.8,3063504.3,13800313.39,3.0
11591067-101000882565,35.0,-27.86,3084986.96,13802766.49,3.0
237652-101000964830,51.0,468.92,3131012.22,13856164.14,3.0
11653887-101001063191,30.0,-29.23,3132284.8,13822014.91,3.0
101001050249,4.0,0.19,3070342.59,13799469.6,3.0
101000982419,4.0,-3.16,3086280.36,13813036.44,3.0
11607370-101000921902,2.0,-0.98,3184497.27,13955322.75,3.0
879340-101001140465,14.0,4.94,3097593.84,13849376.34,3.0
101001069526,12.0,-5.71,3120225.86,13865307.57,3.0
11692104-101001168611,1.0,-0.52,3126525.95513,13829408.79739,3.0
9907-101000981275,1.0,-2.0,3162613.16127,13792613.705299998,2.0
101000874288,10.0,-3.7,3100915.74,13872014.57,3.0
0-101001216755,180.0,-235.94,3131663.30856,13835524.06575,2.0
101001115141,6.0,-2.37,3056617.85,13800386.27,3.0
11698293-101001185184,14.0,-13.58,3141554.68229,13863936.40419,3.0
101000974103,19.0,-9.77,3139077.17,13889075.56,3.0
11603069-101000910777,7.0,-6.62,3065090.52144,13826520.808419997,2.0
11609605-101000927958,14.0,-12.2,3112179.02,13845787.46,3.0
101001067741,7.0,-180.0,3062571.91,13817294.63,3.0
11707214-101001209168,2.0,-1.98,3099421.07168,13830944.88356,3.0
101000979162,6.0,-1.23,3093047.12,13859683.35,3.0
101000984836,4.0,-3.64,3050934.51,13822009.33,3.0
11650461-101001053731,18.0,0.62,3113022.70129,13909768.399859998,2.0
101001092597,14.0,10.05,3112831.46,13828677.96,3.0
0-101001127700,176.0,-157.73,3124442.72,13815864.98,3.0
101001017711,7.0,-6.14,3101453.25,13790798.57,3.0
101000982437,29.0,-28.18,3178659.65,13848935.36,3.0
11649117-101001050270,7.0,-6.89,3122744.02,13840675.52,3.0
11713077-101001224652,1.0,-0.67,3066208.23227,13801994.76757,3.0
101000981701,7.0,-5.98,3104324.23,13794019.36,3.0
11698796-101001186689,7.0,-5.84,3102325.75157,13866136.34664,3.0
101001077944,14.0,1.99,3145964.47,13813443.6,3.0
101001024568,7.0,5.72,3113448.51,13833035.67,3.0
101000953042,10.0,-6.94,3082284.79,13838999.57,3.0
11662854-101001089118,35.0,-34.94,3126396.17,13804662.81,3.0
11664037-101001091850,14.0,-10.29,3085256.0,13793510.28,3.0
101000992093,5.0,-4.0,3177494.02,13852247.15,3.0
11633546-101000999046,14.0,-13.96,3081097.87,13803575.92,3.0
101000963410,4.0,-1.97,3051327.63,13837512.67,3.0
11673149-101001117232,14.0,-13.6,3137319.49,13848764.36,3.0
101001064782,12.0,-5.59,3092660.81,13832470.35,3.0
271693-101000915212,180.0,-141.73,3129091.5,13813002.46,3.0
101000948398,30.0,-2.39,3093051.34,13867406.13,3.0
101001055631,4.0,-3.08,3108329.55,13856288.37,3.0
279519-101001038872,25.0,25.26,3143314.74,13829046.94,3.0
277430-101001017296,180.0,-39.98,3117624.06,13856679.96,3.0
11632714-101000996272,1.0,-0.88,3110604.67,13863398.08,3.0
101000970158,10.0,-9.79,3140976.5,13838614.87,3.0
278267-101001035943,25.0,27.48,3130499.55,13813711.31,3.0
101001079470,10.0,12.02,3064902.22,13797655.64,3.0
11714615-101001228794,7.0,-6.99,3120233.5574,13845928.57204,2.0
101001171323,7.0,-174.84,3051608.73522,13832483.46316,3.0
11692162-101001168773,14.0,-8.86,3146218.27008,13818430.70255,3.0
101001100156,10.0,-9.17,3112298.28182,13834766.97663,3.0
101001123644,10.0,-7.85,3081744.07,13880161.75,3.0
101001051170,10.0,-7.05,3102892.41,13889944.82,3.0
11654547-101001065171,30.0,-24.17,3094204.48,13779880.66,3.0
11627965-101000982949,2.0,-1.91,3101895.96,13866466.03,3.0
101000976691,10.0,-8.75,3106223.78,13821521.72,3.0
11704519-101001202861,8.0,-0.73,3090779.86816,13859056.293539997,3.0
5474-101000905007,1.0,-2.92,3111882.62567,13825433.63645,2.0
101001122315,14.0,0.17,3082423.97,13806649.33,3.0
101001023776,10.0,-3.24,3096602.72,13828285.92,3.0
11697145-101001181939,10.0,-9.9,3058540.06716,13801404.852739997,3.0
0-101001128730,180.0,-144.23,3095585.81,13882931.29,3.0
888673-101001165068,14.0,-4.82,3112221.6878,13837042.19865,2.0
270405-101000901389,153.0,842.94,3131727.1,13815070.25,3.0
101000936349,6.0,-3.37,3096465.18,13875124.6,3.0
11701887-101001195062,14.0,-12.96,3143231.3233,13827132.34755,3.0
11601687-101000907171,1.0,-0.99,3052592.14,13818570.13,3.0
271443-101000921310,25.0,-29.95,3102173.19,13791865.14,3.0
11587353-101000874177,30.0,-27.43,3142746.92,13879246.35,3.0
11618447-101000954214,14.0,-13.84,3086002.57,13877077.11,3.0
101001206757,29.0,6.2,3091743.96597,13877466.34793,3.0
11660933-101001083747,15.0,-14.96,3094042.34,13872084.6,3.0
101001039423,7.0,1.12,3084354.08,13811726.74,3.0
101001106859,21.0,-11.09,3097097.36,13830288.84,3.0
20372-101001158106,1.0,-2.84,3149441.23473,13811459.404819997,2.0
11662269-101001087487,30.0,-18.83,3124201.73,13821234.84,3.0
11619360-101000957195,15.0,-14.91,3132562.1,13865780.17,3.0
11690234-101001163791,10.0,-6.75,3039916.93675,13830839.567820003,3.0
11595443-101000892493,15.0,-14.81,3105867.17,13843426.86,3.0
11597443-101000896831,14.0,-12.08,3155881.91,13811016.64,3.0
11663803-101001091232,14.0,-13.59,3078205.25,13863781.99,3.0
101001150484,4.0,-1.05,3110773.33506,13865287.379500002,3.0
11707798-101001210629,15.0,-14.96,3141949.6966,13868539.72339,3.0
101000964536,10.0,-5.74,3110924.55,13855582.95,3.0
272390-101000931964,180.0,208.22,3133439.62,13814719.2,3.0
11708933-101001213847,7.0,-6.87,3084204.57423,13836794.868899997,3.0
101000927896,10.0,-7.47,3110156.26,13903566.23,3.0
11592835-101000886674,15.0,-14.99,3166680.24,13801643.12,3.0
19616-101001143728,4.0,-3.0,3122489.432,13860448.98603,2.0
11646110-101001041526,1.0,-0.86,3066683.25,13809327.16,3.0
248025-101001112657,51.0,-112.11,3129503.15,13823596.85,3.0
11671024-101001111424,30.0,-29.91,3065859.08,13851070.12,3.0
11676177-101001125705,14.0,-12.71,3120473.84,13866492.44,3.0
0-101000878843,25.0,-26.91,3121735.98,13836066.55,3.0
276504-101001006980,25.0,58.43,3143506.07,13863804.38,3.0
11617514-101000951515,1.0,-0.79,3060394.35,13829855.81,3.0
11615413-101000945099,14.0,-13.07,3059198.14,13866290.43,3.0
101000939051,24.0,-7.13,3111666.52,13857983.52,3.0
101001064655,10.0,-3.27,3110138.69,13838260.79,3.0
101000946652,6.0,2.09,3098715.59,13788990.9,3.0
0-101001171727,180.0,-35.98,3080866.19639,13814359.01187,3.0
101001185802,4.0,0.36,3078627.48072,13785765.12319,3.0
11653455-101001061935,1.0,-0.41,3121795.01,13831009.86,3.0
11704556-101001202970,2.0,-1.78,3079432.2173,13836354.82188,3.0
7593-101000938855,1.0,-2.99,3034134.71309,13849582.141059998,2.0
0-101000957817,25.0,108.29,3129724.01,13835101.67,3.0
11625575-101000975838,1.0,2.86,3143501.3,13829196.26,3.0
11671155-101001111810,15.0,-14.95,3126221.59,13840826.57,3.0
11630491-101000989459,14.0,-7.01,3083189.44,13792299.95,3.0
22206-101001190045,1.0,-2.92,3167246.02705,13803317.054099998,2.0
11608973-101000926304,30.0,-29.02,3082210.93,13805526.9,3.0
101001158791,7.0,6.92,3139275.86074,13888146.33641,3.0
101001189016,21.0,-28.71,3154543.09103,13819072.93223,3.0
11635566-101001005034,14.0,-11.92,3103117.97,13838045.95,3.0
882233-101001149330,14.0,5.1,3109070.03368,13830596.19364,3.0
11595676-101000892914,2.0,-1.07,3130178.41,13811894.65,3.0
11621065-101000962640,7.0,-6.5,3106906.2,13838500.7,3.0
101001112794,7.0,-1.23,3099458.4,13787198.74,3.0
11710426-101001217769,14.0,-12.83,3110685.00224,13850503.86445,3.0
0-101000960770,180.0,-45.8,3156176.06,13836539.89,3.0
101001083131,7.0,-4.12,3071241.36,13857524.54,3.0
11630832-101000990375,30.0,-29.93,3045087.06,13834854.78,3.0
11655926-101001069182,14.0,-11.16,3144113.94,13847758.11,3.0
101001170161,12.0,1.25,3099976.36978,13863889.72711,3.0
238242-101000973349,51.0,459.82,3102427.88,13816586.39,3.0
101000940995,4.0,-3.76,3061789.79,13843352.28,3.0
11591399-101000883569,2.0,-1.84,3060923.1,13834161.92,3.0
101000959447,21.0,-0.55,3161446.43,13850205.16,3.0
0-101000940864,180.0,-168.65,3069648.19,13827167.68,3.0
101000989383,4.0,-2.94,3159283.11,13815041.83,3.0
11702622-101001197351,7.0,-6.82,3043728.52198,13836643.08869,3.0
101001067098,4.0,0.62,3107337.31,13855584.8,3.0
11619526-101000957677,2.0,-1.72,3150077.9,13821000.19,3.0
11633193-101000997922,18.0,-2.09,3062836.90553,13915886.938460002,2.0
0-101001154312,180.0,-19.81,3137578.69976,13883123.18307,3.0
11703868-101001200976,7.0,-6.99,3040879.27242,13827866.36117,3.0
11698577-101001186051,30.0,-24.96,3074687.71432,13801845.02575,3.0
11636277-101001007673,1.0,-0.13,3127054.3,13812458.2,3.0
101001215390,19.0,-18.84,3054407.44222,13822280.37956,3.0
101001146588,4.0,-3.18,3133533.3,13819176.25,3.0
101001032074,25.0,143.81,3061980.96,13870669.81,3.0
11667320-101001100922,40.0,-39.98,3165480.85557,13852582.701500002,3.0
101000976699,4.0,-3.99,3131949.91,13818544.11,3.0
11629087-101000986262,7.0,-0.3,3148499.58,13814560.84,3.0
0-101000893742,180.0,23.21,3127880.49,13796267.75,3.0
11590159-101000880591,1.0,-0.64,3132239.35,13821552.7,3.0
237077-101000954161,75.0,479.02,3082510.85,13798150.71,3.0
0-101001032847,180.0,-104.84,3137474.09,13876368.12,3.0
101001050107,40.0,-39.45,3089854.78,13836165.55,3.0
277947-101001032454,176.0,9.21,3051152.89,13815781.64,3.0
101001102626,15.0,-42.0,3130434.05952,13816448.73473,3.0
11668926-101001105357,10.0,-9.98,3087212.0,13822819.89,3.0
278078-101001024665,180.0,226.0,3098520.14,13785982.55,3.0
101001188591,7.0,-0.22,3133482.10198,13831660.09735,3.0
101001180824,19.0,1.33,3070189.53828,13865651.145180002,3.0
101001048469,4.0,1.69,3082372.68,13854950.02,3.0
239191-101000990426,52.0,615.06,3113907.12,13840053.82,3.0
101001221928,10.0,-7.8,3095041.27696,13776345.956659997,3.0
101001080136,10.0,-5.57,3112309.31,13836207.14,3.0
101000991637,24.0,4.12,3106355.85,13854300.04,3.0
11600333-101000903887,15.0,-14.37,3107619.09,13874209.1,3.0
101001147071,21.0,-20.88,3053370.42,13829228.96,3.0
101001200764,7.0,-4.98,3103851.43323,13866280.68395,3.0
240881-101001014557,51.0,418.08,3107767.47,13844044.54,3.0
101000933618,24.0,-2.77,3082048.13,13882766.98,3.0
11652985-101001060985,35.0,-33.25,3120501.77,13826094.49,3.0
101000996573,4.0,-3.09,3085477.24,13813243.24,3.0
11587279-101000874048,2.0,-1.75,3144257.43,13806313.67,3.0
11658067-101001075702,1.0,-0.66,3044340.9,13834654.86,3.0
101001206799,14.0,-3.78,3146368.69268,13816389.40053,3.0
101000946236,10.0,-0.27,3119496.51,13869628.51,3.0
101001046964,4.0,-0.08,3079656.54,13792466.24,3.0
276889-101000991739,25.0,73.35,3050376.97,13804211.81,3.0
11659219-101001079355,14.0,-8.84,3113752.84,13855397.03,3.0
0-101001206571,180.0,-150.78,3071793.52064,13865266.03407,3.0
101001171572,10.0,-9.87,3163525.49531,13814546.88715,3.0
101001099116,10.0,-9.82,3130460.50435,13833275.81,3.0
11667018-101001100075,7.0,-6.2,3130301.42462,13849351.22109,3.0
101000901185,12.0,-9.79,3065725.57,13817675.16,3.0
101001106904,4.0,-1.9,3108111.06,13834169.43,3.0
101001178433,10.0,-2.72,3121955.38652,13849771.53225,3.0
0-101000960065,25.0,105.04,3058131.4,13842713.09,3.0
